killsplayer_1,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,killsplayer_10,deathsplayer_1,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,assistsplayer_2,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,assistsplayer_10,dragon_team100,dragon_team200,riftherald_team100,riftherald_team300,winningTeam,currentGold_1,magicDamageDoneToChampions_1,physicalDamageDoneToChampions_1,trueDamageDoneToChampions_1,totalDamageDoneToChampions_1,goldPerSecond_1,jungleMinionsKilled_1,level_1,minionsKilled_1,timeEnemySpentControlled_1,totalGold_1,xp_1,currentGold_2,magicDamageDoneToChampions_2,physicalDamageDoneToChampions_2,trueDamageDoneToChampions_2,totalDamageDoneToChampions_2,goldPerSecond_2,jungleMinionsKilled_2,level_2,minionsKilled_2,timeEnemySpentControlled_2,totalGold_2,xp_2,currentGold_3,magicDamageDoneToChampions_3,physicalDamageDoneToChampions_3,trueDamageDoneToChampions_3,totalDamageDoneToChampions_3,goldPerSecond_3,jungleMinionsKilled_3,level_3,minionsKilled_3,timeEnemySpentControlled_3,totalGold_3,xp_3,currentGold_4,magicDamageDoneToChampions_4,physicalDamageDoneToChampions_4,trueDamageDoneToChampions_4,totalDamageDoneToChampions_4,goldPerSecond_4,jungleMinionsKilled_4,level_4,minionsKilled_4,timeEnemySpentControlled_4,totalGold_4,xp_4,currentGold_5,magicDamageDoneToChampions_5,physicalDamageDoneToChampions_5,trueDamageDoneToChampions_5,totalDamageDoneToChampions_5,goldPerSecond_5,jungleMinionsKilled_5,level_5,minionsKilled_5,timeEnemySpentControlled_5,totalGold_5,xp_5,currentGold_6,magicDamageDoneToChampions_6,physicalDamageDoneToChampions_6,trueDamageDoneToChampions_6,totalDamageDoneToChampions_6,goldPerSecond_6,jungleMinionsKilled_6,level_6,minionsKilled_6,timeEnemySpentControlled_6,totalGold_6,xp_6,currentGold_7,magicDamageDoneToChampions_7,physicalDamageDoneToChampions_7,trueDamageDoneToChampions_7,totalDamageDoneToChampions_7,goldPerSecond_7,jungleMinionsKilled_7,level_7,minionsKilled_7,timeEnemySpentControlled_7,totalGold_7,xp_7,currentGold_8,magicDamageDoneToChampions_8,physicalDamageDoneToChampions_8,trueDamageDoneToChampions_8,totalDamageDoneToChampions_8,goldPerSecond_8,jungleMinionsKilled_8,level_8,minionsKilled_8,timeEnemySpentControlled_8,totalGold_8,xp_8,currentGold_9,magicDamageDoneToChampions_9,physicalDamageDoneToChampions_9,trueDamageDoneToChampions_9,totalDamageDoneToChampions_9,goldPerSecond_9,jungleMinionsKilled_9,level_9,minionsKilled_9,timeEnemySpentControlled_9,totalGold_9,xp_9,currentGold_10,magicDamageDoneToChampions_10,physicalDamageDoneToChampions_10,trueDamageDoneToChampions_10,totalDamageDoneToChampions_10,goldPerSecond_10,jungleMinionsKilled_10,level_10,minionsKilled_10,timeEnemySpentControlled_10,totalGold_10,xp_10,timestamp,gameMode,gameType,gameVersion,assistsplayer_1,assistsplayer_3,baron_team100,baron_team200,deathsplayer_10,killsplayer_0,riftherald_team200,killsplayer_5
2.0,,6.0,3.0,4.0,11.0,5.0,8.0,,6.0,4.0,6.0,7.0,5.0,,3.0,3.0,3.0,5.0,4.0,6.0,4.0,7.0,10.0,10.0,20.0,,3.0,,,200.0,482.0,1305.0,6362.0,32.0,7700.0,0.0,4.0,11.0,115.0,28539.0,6177.0,8205.0,506.0,0.0,5319.0,1772.0,7091.0,0.0,92.0,10.0,32.0,456996.0,5981.0,7137.0,150.0,1575.0,11368.0,252.0,13196.0,0.0,0.0,12.0,132.0,2344.0,8610.0,8880.0,50.0,1106.0,8830.0,60.0,9997.0,0.0,8.0,11.0,148.0,69063.0,8150.0,8066.0,289.0,3073.0,1462.0,466.0,5002.0,30.0,0.0,9.0,19.0,147614.0,4794.0,5218.0,279.0,3140.0,3026.0,2984.0,9151.0,0.0,12.0,13.0,170.0,1112242.0,9829.0,10500.0,1106.0,860.0,14853.0,525.0,16239.0,0.0,114.0,12.0,26.0,123963.0,10755.0,9321.0,1131.0,9937.0,649.0,0.0,10586.0,0.0,4.0,12.0,125.0,106322.0,7936.0,9039.0,2804.0,0.0,13038.0,2017.0,15056.0,0.0,12.0,11.0,122.0,46869.0,9678.0,8504.0,651.0,4985.0,702.0,0.0,5688.0,30.0,0.0,10.0,8.0,159486.0,6376.0,7229.0,1200353.0,CLASSIC,MATCHED_GAME,11.20.400.7328,2.0,5.0,,,4.0,,2.0,2.0
4.0,14.0,2.0,7.0,5.0,5.0,7.0,5.0,3.0,6.0,6.0,5.0,1.0,8.0,4.0,4.0,8.0,5.0,8.0,13.0,12.0,6.0,10.0,6.0,4.0,9.0,2.0,1.0,,1.0,100.0,412.0,1456.0,5709.0,140.0,7305.0,0.0,0.0,12.0,124.0,425634.0,7387.0,8797.0,295.0,849.0,18383.0,857.0,20090.0,0.0,102.0,13.0,46.0,358379.0,12945.0,10194.0,390.0,5578.0,1192.0,438.0,7208.0,0.0,8.0,11.0,110.0,254936.0,6165.0,7980.0,973.0,929.0,10872.0,214.0,12017.0,0.0,4.0,11.0,118.0,138441.0,9148.0,7920.0,93.0,2605.0,422.0,242.0,3270.0,30.0,0.0,9.0,23.0,50347.0,5568.0,6054.0,203.0,13479.0,722.0,586.0,14788.0,0.0,8.0,13.0,140.0,195473.0,9213.0,10084.0,1159.0,8345.0,973.0,857.0,10176.0,0.0,71.0,11.0,9.0,352941.0,7625.0,7497.0,477.0,1039.0,8767.0,244.0,10051.0,0.0,4.0,11.0,88.0,792.0,7347.0,8329.0,28.0,290.0,6587.0,420.0,7298.0,0.0,8.0,11.0,137.0,33351.0,8428.0,7323.0,437.0,1799.0,828.0,306.0,2934.0,30.0,0.0,9.0,25.0,24314.0,5537.0,5320.0,1200299.0,CLASSIC,MATCHED_GAME,11.22.406.3587,5.0,1.0,1.0,,8.0,1.0,,2.0
2.0,7.0,,9.0,3.0,2.0,7.0,2.0,,5.0,3.0,3.0,1.0,2.0,6.0,2.0,4.0,7.0,5.0,2.0,10.0,2.0,5.0,1.0,4.0,8.0,3.0,1.0,2.0,,200.0,510.0,980.0,9224.0,3997.0,14202.0,0.0,0.0,13.0,151.0,76675.0,7700.0,10378.0,362.0,0.0,10544.0,501.0,11045.0,0.0,113.0,13.0,24.0,234396.0,9727.0,10017.0,33.0,2548.0,1061.0,1410.0,5020.0,0.0,12.0,11.0,114.0,34544.0,6003.0,8527.0,70.0,1455.0,10903.0,0.0,12359.0,0.0,8.0,12.0,187.0,139169.0,11364.0,9275.0,233.0,6033.0,550.0,698.0,7282.0,30.0,0.0,10.0,10.0,95684.0,7232.0,7063.0,342.0,0.0,5558.0,243.0,5802.0,0.0,0.0,11.0,105.0,29077.0,6712.0,8173.0,408.0,4142.0,271.0,287.0,4700.0,0.0,132.0,12.0,5.0,80207.0,7423.0,9126.0,160.0,10263.0,1700.0,460.0,12424.0,0.0,0.0,13.0,179.0,244230.0,10350.0,10853.0,309.0,756.0,6778.0,0.0,7534.0,0.0,4.0,11.0,126.0,118791.0,6984.0,7502.0,50.0,3356.0,533.0,414.0,4304.0,30.0,0.0,10.0,5.0,79657.0,4975.0,6887.0,1200434.0,CLASSIC,MATCHED_GAME,11.22.406.3587,5.0,3.0,1.0,1.0,2.0,,,3.0
,7.0,5.0,3.0,6.0,8.0,,,,2.0,4.0,2.0,4.0,2.0,1.0,1.0,5.0,3.0,2.0,5.0,9.0,3.0,2.0,,6.0,9.0,4.0,,1.0,,100.0,532.0,1112.0,2329.0,672.0,4114.0,0.0,8.0,12.0,159.0,74860.0,6507.0,9441.0,3.0,592.0,10115.0,1175.0,11883.0,0.0,121.0,13.0,61.0,344660.0,9142.0,10358.0,583.0,5461.0,3950.0,0.0,9411.0,0.0,5.0,13.0,167.0,999546.0,9523.0,10489.0,472.0,0.0,10223.0,597.0,10821.0,0.0,11.0,11.0,140.0,28402.0,8647.0,8345.0,224.0,3515.0,865.0,432.0,4812.0,30.0,0.0,10.0,25.0,43155.0,5289.0,6350.0,902.0,13520.0,443.0,893.0,14857.0,0.0,4.0,14.0,168.0,14863.0,9617.0,11630.0,185.0,677.0,6672.0,435.0,7785.0,0.0,75.0,11.0,11.0,231383.0,8440.0,7683.0,159.0,1877.0,4316.0,90.0,6283.0,0.0,18.0,13.0,152.0,563203.0,8254.0,10138.0,106.0,918.0,2792.0,0.0,3710.0,0.0,4.0,11.0,124.0,7563.0,6106.0,8126.0,419.0,2078.0,1040.0,218.0,3336.0,30.0,0.0,10.0,8.0,99196.0,4794.0,6861.0,1200343.0,CLASSIC,MATCHED_GAME,11.21.403.3002,,2.0,1.0,,5.0,,1.0,
3.0,12.0,1.0,2.0,6.0,10.0,5.0,5.0,,2.0,7.0,8.0,3.0,6.0,5.0,3.0,7.0,1.0,2.0,1.0,7.0,3.0,7.0,7.0,6.0,10.0,,4.0,1.0,1.0,200.0,529.0,0.0,5921.0,996.0,6918.0,0.0,0.0,12.0,136.0,45480.0,8929.0,9933.0,543.0,9511.0,485.0,3570.0,13566.0,0.0,94.0,12.0,20.0,242595.0,9743.0,9361.0,667.0,3464.0,12851.0,1187.0,17504.0,0.0,4.0,12.0,112.0,93770.0,7807.0,9181.0,418.0,533.0,8362.0,0.0,8896.0,0.0,8.0,10.0,157.0,94198.0,7418.0,6993.0,292.0,1737.0,199.0,0.0,1936.0,30.0,0.0,9.0,25.0,60674.0,4542.0,5261.0,401.0,1539.0,8166.0,270.0,9976.0,0.0,8.0,12.0,114.0,116128.0,8136.0,8834.0,522.0,13240.0,847.0,1018.0,15106.0,0.0,83.0,12.0,20.0,105407.0,8996.0,9115.0,602.0,2449.0,9868.0,604.0,12922.0,0.0,1.0,12.0,138.0,31711.0,9512.0,8672.0,559.0,1206.0,8162.0,22.0,9391.0,0.0,8.0,11.0,148.0,18067.0,8039.0,8148.0,6.0,3429.0,1939.0,216.0,5584.0,30.0,0.0,10.0,32.0,50297.0,5066.0,6679.0,1200382.0,CLASSIC,MATCHED_GAME,11.22.406.3587,5.0,12.0,,1.0,2.0,,,
4.0,5.0,1.0,6.0,3.0,8.0,4.0,6.0,2.0,4.0,4.0,4.0,7.0,5.0,2.0,5.0,1.0,4.0,6.0,4.0,8.0,10.0,8.0,3.0,4.0,13.0,1.0,2.0,,1.0,200.0,370.0,16955.0,1712.0,0.0,18668.0,0.0,0.0,12.0,137.0,135345.0,8010.0,9234.0,1584.0,0.0,6157.0,3316.0,9474.0,0.0,92.0,11.0,15.0,231351.0,7709.0,7768.0,282.0,5272.0,828.0,0.0,6101.0,0.0,6.0,12.0,154.0,133448.0,7942.0,9296.0,249.0,0.0,8016.0,0.0,8016.0,0.0,4.0,11.0,127.0,47164.0,9149.0,7389.0,591.0,2626.0,614.0,0.0,3241.0,30.0,0.0,9.0,36.0,72062.0,5501.0,5134.0,1500.0,2524.0,3066.0,300.0,5890.0,0.0,0.0,12.0,98.0,632837.0,6775.0,9951.0,1403.0,610.0,13196.0,817.0,14623.0,0.0,97.0,11.0,19.0,519435.0,9568.0,8386.0,620.0,7361.0,336.0,28.0,7726.0,0.0,0.0,13.0,174.0,51817.0,8754.0,10502.0,27.0,613.0,8967.0,84.0,9664.0,0.0,8.0,12.0,153.0,79429.0,8552.0,8716.0,200.0,3085.0,805.0,865.0,4756.0,30.0,0.0,10.0,24.0,42735.0,5560.0,6159.0,1200292.0,CLASSIC,MATCHED_GAME,11.21.403.3002,3.0,5.0,,,5.0,1.0,1.0,1.0
8.0,5.0,10.0,3.0,4.0,3.0,6.0,2.0,5.0,6.0,3.0,4.0,4.0,3.0,8.0,4.0,7.0,6.0,9.0,4.0,9.0,5.0,8.0,3.0,2.0,8.0,2.0,1.0,,1.0,200.0,774.0,10272.0,7026.0,0.0,17298.0,0.0,0.0,13.0,123.0,242575.0,9224.0,10848.0,83.0,10919.0,330.0,794.0,12043.0,0.0,96.0,12.0,26.0,503666.0,8443.0,8783.0,242.0,859.0,12877.0,862.0,14599.0,0.0,0.0,13.0,142.0,70921.0,10312.0,11179.0,1064.0,935.0,5745.0,0.0,6681.0,0.0,2.0,11.0,153.0,11465.0,7364.0,8513.0,749.0,4786.0,1209.0,576.0,6573.0,30.0,0.0,10.0,39.0,89159.0,5359.0,6765.0,398.0,3537.0,8681.0,72.0,12291.0,0.0,8.0,12.0,151.0,63743.0,9323.0,9604.0,704.0,3741.0,3919.0,442.0,8103.0,0.0,102.0,12.0,10.0,212539.0,7319.0,8917.0,70.0,1398.0,12105.0,884.0,14388.0,0.0,12.0,13.0,159.0,95509.0,10390.0,10327.0,317.0,606.0,6485.0,0.0,7091.0,0.0,5.0,10.0,133.0,7434.0,7257.0,6590.0,885.0,2712.0,2081.0,384.0,5177.0,30.0,0.0,10.0,24.0,70166.0,7070.0,6976.0,1200414.0,CLASSIC,MATCHED_GAME,11.22.406.3587,5.0,3.0,,1.0,2.0,,1.0,1.0
1.0,,8.0,3.0,4.0,3.0,1.0,,2.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,5.0,1.0,9.0,6.0,7.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,,100.0,484.0,6682.0,1753.0,384.0,8819.0,0.0,0.0,11.0,138.0,340051.0,6794.0,8330.0,552.0,2271.0,1304.0,99.0,3674.0,0.0,105.0,11.0,12.0,270413.0,6887.0,7702.0,115.0,2045.0,8845.0,432.0,11322.0,0.0,0.0,12.0,131.0,6474.0,8749.0,9442.0,790.0,10390.0,458.0,0.0,10848.0,0.0,8.0,11.0,149.0,158046.0,8355.0,8542.0,231.0,2793.0,1213.0,458.0,4465.0,30.0,0.0,9.0,23.0,194266.0,5390.0,5316.0,590.0,70.0,8697.0,0.0,8768.0,0.0,0.0,12.0,128.0,86140.0,7590.0,9377.0,1948.0,8624.0,590.0,0.0,9214.0,0.0,13.0,13.0,146.0,134783.0,7428.0,10559.0,268.0,12.0,6037.0,1503.0,7553.0,0.0,93.0,11.0,11.0,326033.0,5718.0,7386.0,136.0,3542.0,1971.0,1352.0,6865.0,0.0,13.0,12.0,191.0,487729.0,7586.0,8952.0,267.0,3874.0,354.0,193.0,4422.0,30.0,0.0,9.0,4.0,196269.0,5172.0,5997.0,1200375.0,CLASSIC,MATCHED_GAME,11.18.395.7538,3.0,3.0,3.0,,3.0,,,3.0
5.0,15.0,2.0,4.0,4.0,1.0,8.0,2.0,2.0,1.0,3.0,5.0,3.0,5.0,7.0,4.0,2.0,6.0,6.0,8.0,11.0,8.0,3.0,5.0,5.0,6.0,3.0,,1.0,,100.0,555.0,7252.0,1381.0,139.0,8773.0,0.0,4.0,13.0,172.0,35703.0,8430.0,11132.0,1055.0,565.0,15835.0,684.0,17085.0,0.0,155.0,14.0,42.0,276532.0,13119.0,12759.0,820.0,7896.0,1670.0,550.0,10117.0,0.0,1.0,11.0,101.0,400830.0,6660.0,7577.0,927.0,1370.0,8583.0,0.0,9954.0,0.0,8.0,11.0,153.0,12397.0,9076.0,7717.0,342.0,2395.0,776.0,516.0,3688.0,30.0,0.0,9.0,34.0,42052.0,5377.0,5581.0,778.0,2834.0,5528.0,366.0,8729.0,0.0,0.0,12.0,139.0,44596.0,7818.0,9050.0,852.0,3113.0,1995.0,0.0,5108.0,0.0,0.0,12.0,107.0,522807.0,5552.0,8708.0,543.0,10351.0,379.0,562.0,11292.0,0.0,85.0,12.0,23.0,119026.0,9468.0,8806.0,29.0,0.0,5287.0,1883.0,7171.0,0.0,0.0,10.0,134.0,16454.0,7174.0,6573.0,264.0,1784.0,555.0,244.0,2584.0,30.0,0.0,9.0,22.0,69234.0,4989.0,5180.0,1200291.0,CLASSIC,MATCHED_GAME,11.22.406.3587,2.0,7.0,1.0,,7.0,,,
2.0,4.0,1.0,6.0,1.0,4.0,4.0,,,1.0,1.0,4.0,,3.0,3.0,1.0,5.0,3.0,5.0,4.0,7.0,,1.0,1.0,3.0,4.0,2.0,3.0,2.0,,100.0,5.0,160.0,3961.0,571.0,4692.0,0.0,8.0,12.0,151.0,227941.0,8680.0,9432.0,48.0,6934.0,301.0,328.0,7564.0,0.0,103.0,11.0,7.0,68828.0,7348.0,8326.0,644.0,3980.0,159.0,262.0,4402.0,0.0,0.0,11.0,94.0,166025.0,5934.0,8264.0,196.0,410.0,11928.0,0.0,12339.0,0.0,8.0,11.0,154.0,104034.0,8871.0,7894.0,870.0,0.0,10140.0,0.0,10140.0,30.0,0.0,9.0,15.0,138338.0,6420.0,5900.0,80.0,757.0,2029.0,167.0,2953.0,0.0,16.0,12.0,147.0,110152.0,6705.0,9349.0,838.0,1315.0,8206.0,785.0,10307.0,0.0,24.0,13.0,178.0,78635.0,9612.0,10536.0,437.0,0.0,7284.0,240.0,7524.0,0.0,92.0,11.0,27.0,151927.0,6762.0,7354.0,341.0,0.0,4258.0,1208.0,5467.0,0.0,0.0,10.0,115.0,1254.0,5566.0,7169.0,672.0,3962.0,942.0,0.0,4905.0,30.0,4.0,8.0,6.0,118479.0,4572.0,4907.0,1200265.0,CLASSIC,MATCHED_GAME,11.21.403.3002,4.0,6.0,1.0,1.0,3.0,,,2.0
,3.0,3.0,2.0,7.0,6.0,6.0,3.0,,7.0,3.0,2.0,5.0,6.0,2.0,,2.0,1.0,4.0,2.0,5.0,1.0,4.0,2.0,9.0,12.0,,3.0,1.0,,200.0,610.0,2843.0,837.0,0.0,3681.0,0.0,0.0,11.0,145.0,33297.0,6185.0,8560.0,479.0,9074.0,178.0,436.0,9688.0,0.0,92.0,11.0,30.0,518311.0,7479.0,7723.0,863.0,0.0,7350.0,651.0,8001.0,0.0,2.0,13.0,154.0,96183.0,7538.0,9988.0,373.0,319.0,4658.0,1268.0,6246.0,0.0,8.0,10.0,107.0,176522.0,6348.0,6766.0,398.0,2411.0,435.0,0.0,2846.0,30.0,0.0,9.0,7.0,122713.0,4573.0,5173.0,683.0,1739.0,11771.0,0.0,13511.0,0.0,7.0,13.0,154.0,53249.0,9723.0,10641.0,2380.0,5179.0,1065.0,366.0,6610.0,0.0,118.0,12.0,34.0,120452.0,8230.0,8955.0,284.0,1908.0,5672.0,879.0,8459.0,0.0,12.0,13.0,169.0,134792.0,9404.0,10751.0,68.0,4353.0,1551.0,0.0,5904.0,30.0,0.0,10.0,49.0,34140.0,6878.0,6637.0,265.0,2665.0,843.0,0.0,3509.0,30.0,0.0,10.0,21.0,170937.0,5490.0,6186.0,1200405.0,CLASSIC,MATCHED_GAME,11.22.406.3587,1.0,1.0,,,3.0,1.0,1.0,
3.0,7.0,7.0,2.0,,4.0,1.0,8.0,2.0,1.0,1.0,2.0,6.0,5.0,6.0,1.0,5.0,5.0,1.0,2.0,4.0,1.0,3.0,1.0,3.0,10.0,4.0,,2.0,,100.0,1400.0,1459.0,7407.0,2776.0,11643.0,0.0,8.0,12.0,130.0,83969.0,7350.0,9941.0,169.0,1130.0,6264.0,777.0,8173.0,0.0,105.0,12.0,18.0,245818.0,8319.0,8768.0,1638.0,2561.0,8936.0,2485.0,13983.0,0.0,23.0,14.0,168.0,126736.0,9278.0,12390.0,358.0,0.0,4129.0,1016.0,5146.0,0.0,0.0,10.0,111.0,4327.0,6058.0,6234.0,938.0,1689.0,315.0,0.0,2005.0,30.0,0.0,8.0,2.0,132341.0,4213.0,4662.0,381.0,694.0,5928.0,2300.0,8923.0,0.0,0.0,11.0,119.0,79674.0,5431.0,8075.0,812.0,470.0,4720.0,264.0,5454.0,0.0,80.0,11.0,24.0,116807.0,7352.0,7567.0,1007.0,4183.0,1307.0,560.0,6051.0,0.0,0.0,12.0,120.0,135675.0,5897.0,8818.0,1288.0,549.0,17388.0,0.0,17937.0,0.0,0.0,10.0,123.0,9615.0,8338.0,6501.0,1066.0,4201.0,1603.0,682.0,6487.0,30.0,0.0,11.0,38.0,47466.0,6341.0,7334.0,1200482.0,CLASSIC,MATCHED_GAME,11.22.406.3587,3.0,,2.0,,2.0,,,
4.0,4.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,,3.0,5.0,2.0,2.0,3.0,3.0,1.0,8.0,,4.0,1.0,1.0,3.0,3.0,1.0,1.0,,100.0,1440.0,0.0,9564.0,260.0,9824.0,0.0,8.0,13.0,148.0,101840.0,9889.0,10312.0,1352.0,797.0,5781.0,758.0,7337.0,0.0,93.0,11.0,17.0,170459.0,7317.0,8212.0,592.0,7162.0,1348.0,0.0,8510.0,0.0,0.0,12.0,132.0,242269.0,6707.0,9174.0,162.0,0.0,10980.0,0.0,10980.0,0.0,0.0,11.0,151.0,29302.0,8162.0,8060.0,459.0,3961.0,927.0,580.0,5469.0,30.0,0.0,9.0,22.0,95282.0,4884.0,5944.0,1310.0,1552.0,4890.0,213.0,6656.0,0.0,4.0,11.0,98.0,246214.0,5725.0,7452.0,719.0,6983.0,653.0,118.0,7754.0,0.0,104.0,11.0,13.0,53800.0,6469.0,7544.0,67.0,2051.0,7641.0,1777.0,11471.0,0.0,1.0,12.0,181.0,142172.0,8057.0,9589.0,1306.0,359.0,12741.0,0.0,13101.0,0.0,5.0,12.0,181.0,102227.0,7956.0,8673.0,728.0,2072.0,506.0,364.0,2943.0,30.0,0.0,8.0,20.0,40061.0,5013.0,4540.0,1200355.0,CLASSIC,MATCHED_GAME,11.18.395.7538,4.0,2.0,,2.0,3.0,,,
1.0,8.0,,1.0,7.0,,2.0,2.0,,6.0,1.0,2.0,1.0,1.0,3.0,,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,,2.0,2.0,3.0,1.0,1.0,200.0,322.0,2702.0,6542.0,0.0,9245.0,0.0,12.0,11.0,123.0,45093.0,6272.0,8225.0,725.0,8600.0,1527.0,728.0,10856.0,0.0,130.0,14.0,49.0,193866.0,11115.0,11513.0,628.0,60.0,5785.0,622.0,6468.0,0.0,0.0,12.0,155.0,55672.0,6458.0,9766.0,867.0,1624.0,5762.0,0.0,7386.0,0.0,0.0,10.0,150.0,792.0,6575.0,7064.0,294.0,935.0,190.0,0.0,1126.0,30.0,0.0,8.0,31.0,59569.0,3958.0,4436.0,1246.0,1599.0,11214.0,3553.0,16368.0,0.0,9.0,14.0,157.0,246444.0,10915.0,12166.0,333.0,2138.0,554.0,406.0,3099.0,0.0,124.0,11.0,4.0,307249.0,6108.0,7624.0,186.0,7267.0,323.0,375.0,7967.0,0.0,0.0,13.0,183.0,403916.0,8051.0,10552.0,685.0,535.0,4274.0,0.0,4809.0,0.0,1.0,11.0,169.0,0.0,7635.0,7881.0,160.0,4671.0,329.0,300.0,5300.0,30.0,0.0,8.0,7.0,101152.0,4430.0,4383.0,1200462.0,CLASSIC,MATCHED_GAME,11.21.403.3002,2.0,1.0,1.0,1.0,3.0,,,
1.0,2.0,,2.0,4.0,2.0,7.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,2.0,,1.0,3.0,2.0,,2.0,2.0,5.0,4.0,8.0,9.0,,4.0,,,200.0,419.0,2304.0,4561.0,0.0,6866.0,0.0,8.0,13.0,177.0,57075.0,7639.0,9979.0,583.0,4257.0,483.0,848.0,5590.0,0.0,112.0,11.0,11.0,584443.0,6658.0,8178.0,104.0,362.0,3755.0,312.0,4429.0,0.0,0.0,12.0,170.0,88024.0,6394.0,9613.0,1544.0,0.0,5358.0,0.0,5358.0,0.0,4.0,11.0,146.0,38613.0,7369.0,7607.0,98.0,1001.0,1064.0,393.0,2459.0,30.0,0.0,8.0,33.0,64311.0,5198.0,4969.0,945.0,8807.0,1904.0,0.0,10712.0,0.0,0.0,13.0,147.0,762042.0,7220.0,10529.0,859.0,7134.0,511.0,240.0,7886.0,0.0,8.0,12.0,159.0,648449.0,7699.0,9951.0,2143.0,1410.0,5332.0,670.0,7412.0,0.0,119.0,12.0,26.0,502236.0,9283.0,9344.0,745.0,10290.0,90.0,146.0,10528.0,0.0,4.0,12.0,164.0,78321.0,7640.0,9547.0,1475.0,2088.0,573.0,285.0,2948.0,30.0,0.0,9.0,23.0,50668.0,5225.0,5075.0,1200410.0,CLASSIC,MATCHED_GAME,11.22.406.3587,2.0,2.0,,1.0,,,1.0,1.0
1.0,6.0,7.0,14.0,2.0,4.0,2.0,3.0,,3.0,2.0,1.0,2.0,3.0,1.0,7.0,6.0,7.0,7.0,5.0,14.0,3.0,1.0,2.0,2.0,5.0,3.0,,1.0,,100.0,1302.0,2509.0,6130.0,0.0,8640.0,0.0,8.0,11.0,117.0,72892.0,6747.0,8459.0,305.0,818.0,7529.0,413.0,8761.0,0.0,130.0,12.0,9.0,159992.0,9170.0,9068.0,218.0,9666.0,1105.0,90.0,10861.0,0.0,8.0,12.0,165.0,98596.0,10193.0,9323.0,1342.0,1638.0,18486.0,278.0,20403.0,0.0,2.0,13.0,168.0,131037.0,12852.0,10799.0,805.0,2737.0,1089.0,294.0,4121.0,30.0,0.0,10.0,38.0,48831.0,6045.0,6621.0,231.0,568.0,5961.0,2349.0,8878.0,0.0,0.0,12.0,137.0,108650.0,6306.0,8881.0,834.0,7296.0,1576.0,76.0,8949.0,0.0,65.0,10.0,32.0,192203.0,6349.0,6875.0,834.0,8525.0,1257.0,1670.0,11454.0,0.0,0.0,10.0,125.0,82199.0,6069.0,7195.0,102.0,0.0,7399.0,232.0,7631.0,0.0,8.0,9.0,84.0,106457.0,7087.0,5604.0,836.0,2203.0,1145.0,1138.0,4487.0,30.0,0.0,8.0,30.0,154212.0,4401.0,4709.0,1200315.0,CLASSIC,MATCHED_GAME,11.22.406.3587,3.0,4.0,,,7.0,,,
4.0,3.0,7.0,5.0,2.0,2.0,2.0,6.0,5.0,2.0,3.0,2.0,7.0,3.0,4.0,4.0,3.0,6.0,6.0,1.0,8.0,1.0,10.0,4.0,6.0,6.0,2.0,,1.0,,100.0,1277.0,1379.0,9554.0,350.0,11283.0,0.0,4.0,13.0,155.0,20483.0,8717.0,11075.0,1161.0,0.0,5998.0,270.0,6269.0,0.0,132.0,12.0,5.0,236112.0,7836.0,8792.0,836.0,9493.0,1234.0,510.0,11239.0,0.0,1.0,12.0,153.0,486176.0,8716.0,9825.0,1306.0,760.0,8457.0,138.0,9356.0,0.0,8.0,10.0,137.0,93519.0,8981.0,6789.0,451.0,907.0,441.0,0.0,1349.0,30.0,0.0,8.0,31.0,40367.0,5076.0,4965.0,1111.0,585.0,4921.0,1544.0,7051.0,0.0,1.0,12.0,144.0,56350.0,7346.0,9121.0,859.0,2053.0,1139.0,186.0,3379.0,0.0,76.0,11.0,21.0,124462.0,7309.0,7699.0,1189.0,7193.0,750.0,0.0,7943.0,0.0,4.0,12.0,146.0,292397.0,7389.0,8925.0,1529.0,1373.0,7870.0,12.0,9256.0,0.0,4.0,11.0,159.0,65935.0,9529.0,7726.0,355.0,483.0,3336.0,1532.0,5352.0,30.0,0.0,9.0,30.0,62415.0,7830.0,5485.0,1200288.0,CLASSIC,MATCHED_GAME,11.20.400.7328,,3.0,1.0,,2.0,,,
